Job Title,Company,Link,Job Description
Machine/Deep/Reinforcement Learning Engineer,DGB Technologies,/rc/clk?jk=503250987b0a8d0b&bb=7BcSS7wxLPTFX7ef9yOH63gpLPiWNvbZFDswHUsyELZ1V097K7irB3rpYh-yzTIoQQwkRZjD2FwwKi59N4LdR4oRKqtM-Sz7wQgYda6BXGY%3D&xkcb=SoBc67M3DbSipFwHFh0ObzkdCdPP&fccid=96fe871514a433ee&vjs=3,"DGB has complex challenges that needs to be solved to improve the quality of life of its customer across globe. If you are interested in using the disruptive technology of Machine/Deep/Reinforcement learning to transform the established industry and build cool product, then “let’s get talking”. The AI development group at DGB is looking for technology thought leaders who are highly technical, hands-on and ready to lead from front. 
Job Responsibilities

Unique opportunity to build and drive adoption of machine/deep/reinforcement learning based product into next generation DGB products. 
Develop new frameworks and applications in diverse areas like Cloud, IoT, Web, Social etc. 
Provide thought leadership to the organization on frameworks, architecture, security related to big data and deep learning. 
Continuously research and evaluate advances in AI frameworks and algorithms and find use cases fitting DGB business for its adoption. 

Required Skill Set

MS/BS in Computer Science, Computer Engineering or similar fields. 
Minimum 1 years of experience in the area of deep/machine/reinforcement learning. 
Expertise in machine learning, deep neural networks, convolutional neural networks, random forests, classifiers, feature representations, probabilistic programming, and/or related techniques. 
Experience with one or more deep learning frameworks such as Caffe, Theano, Torch, TensorFlow, MXNet. 
Experience with one or more general purpose programming languages including but not limited to C/C++, Linux, Python, R, Scala, and Java programming languages. 
Hands-on experience in building prototypes to validate proof-of-concepts and collaborate with business units to adopt the concept to drive growth and create long term value. 

Preferred Additional Skills

Exceptional communications skills – written and verbal 
Publishing record in Deep/machine/reinforcement learning, security, software architecture and have strong tie-up/network with experts/academics/researcher. 
Team player and great collaborator. 
Experience working with an international team spread across geography. 

To Apply

Send your resume at contact@dgbtek.com"
Project Coordinator,"dinCloud, Inc.",/rc/clk?jk=8d1483e9bc5f2998&bb=7BcSS7wxLPTFX7ef9yOH68KKilbYWEPG5s3Vl885xSyTlrELA7dRxdeI40-HECCF_3jLLov4Zvl8MCjPh_0pSitaVO07wb4aBDwJgMJVqdQ%3D&xkcb=SoDB67M3DbSipFwHFh0NbzkdCdPP&fccid=4152993ae30e79fa&vjs=3,"Project Coordinator
















Project Coordinator
Location: Islamabad
Salary: 65K – 85K
Department: PMO/Customer Success
Job Timings: Night (Pacific Times)
Job Summary A high-energy, fast-paced, work environment that offers infrastructure virtualization services, requires a Project Coordinator, who is self-motivated, and a fast learner. While working with the project management team, the individual would be required to coordinate and manage customer facing projects and their timeline, and continuously communicate their progress to all stakeholders, and senior management. The individual will also be a member of the Customer Success Team, in which capacity she/he will be required to ensure that customers are thriving through the effective use of the technology and services that are being offered by the organization.
            
Responsibilities & Duties: 

Initiating customer on-boarding, and environment upgradation projects
Coordinating and leading project planning sessions with all project stakeholders
Establishing project milestones, and task delivery timelines
Developing detailed project plans, and presenting them through tools such MS Project, MS Excel
Communicating the project plan to all concerned teams, and stakeholders, along with the agreed upon delivery timelines.
Monitoring each project through its life-cycle, and ensuring the timely achievement of all milestones
Anticipating events that may impact the critical path of projects, and proactively communicating delays in delivery to stakeholders, along with updated timelines
Moving customer environments to billing at the completion of on-boarding, and upgradation projects
Preparing pricing analyses, and cost comparisons, for solutions being proposed/provided to customers
Running customer environment inventory reports, and performing data analysis for internal, or customer requirements
Tracking of Product Pricing and SKUs
Escalating customer issues and concerns to relevant teams, or senior management
Providing input on improving existing processes


Education & Experience: 

Bachelor’s degree in Computer Science
Excellent English communication skills both written and spoken
Minimum 3 years of experience in relevant roles, 5 years would be preferred
Proficient in MS Office, especially in MS Project, and MS Excel
Knowledge of Project Management concepts and tools"
Mobile App Developer,Codrivity,/rc/clk?jk=f131cf200ed26592&bb=7BcSS7wxLPTFX7ef9yOH624N1WHfOODoss_qL8dValmVMRQU--tbJTFFy-QBROiQs0dTVn946nMk0t8papPa3OnHeHgKupSZ94QmOZQRIZs%3D&xkcb=SoB167M3DbSipFwHFh0MbzkdCdPP&fccid=f6a77056cbf28402&cmp=Codrivity&ti=Application+Developer&vjs=3,"Are you ready to be at the forefront of digital innovation, shaping the future of mobile applications with Codrivity?As a global leader in IT and AI solutions, Codrivity is renowned for its cutting-edge approach to digital transformation. With a vast presence spanning across EMEA, Asia and America, we are pioneers in delivering tailored services in SaaS development, IT consulting and e-commerce solutions.ResponsibilitiesCodrivity is seeking for a talented Mobile App Developer for a full-time, on-site position. The chosen candidate will play a pivotal role in· Crafting innovative mobile applications· Focusing on iOS development· Focusing on mobile application design and software engineering· Creating brand-new applications and enhance existing ones· Working on entire app lifecycle, including design, coding, debugging, testing and maintenance.What we are looking for?· Proficiency in Mobile Application Development including iOS Development and experience with Flutter· Proven minimum 1-2 years of experience in developing Mobile Applications· Exceptional software development abilities with a specialization in iOS apps· Effective communication skills and a collaborative mindset· Familiarity with version control systems such as Git (Github, Gitlab)· Familiarity with Agile methodology· A Bachelor's or Master's degree in Computer Science or a related discipline· Competence with Swift, React native, Objective-C, Cocoa/CocoaTouch, Flutter and Xcode· Familiarity with various software design patterns and architectures, such as MVVM and MVC· Experience in integrating RESTful APIs and handling JSON dataWhy Codrivity?· Innovation-driven culture fosters creativity and exploration· Global presence offers exposure to diverse markets and cultures· Work with cutting-edge technologies like AR/VR, Block chain and data analytics· Flexible working hours· Collaborative environment promotes teamwork and mutual support· Emphasis on work-life balance for overall well-being· Paid leaveIf you're passionate about mobile application development and eager to contribute your expertise to our dynamic team, we encourage you to apply.Creating a diverse and inclusive workplace is one of Codrivity’s core values. We are an equal opportunity employer and welcome people of different backgrounds, experiences, abilities and perspectives.Job Type: Full-timeApplication Question(s):What is your salary expectation?Ability to Commute:Islamabad (Required)Ability to Relocate:Islamabad: Relocate before starting work (Required)"
Data Engineer Team Lead,Gallopade International,/rc/clk?jk=2b6dfc3c0d8360c5&bb=7BcSS7wxLPTFX7ef9yOH68s5Gor3BesvH7OBOXs1asDnmEfMoDA-ZGlfEn5RraNb_jG3KgpzfS4I1F8vZLdy6jwPkxNAb8dGlRKdivVhPYI%3D&xkcb=SoCc67M3DbSipFwHFh0DbzkdCdPP&fccid=2c5b063d5cdbbf1c&cmp=Tweety-Four-7&ti=Data+Engineer&vjs=3,"Gallopade International is looking for experienced Data Engineers who are willing to develop and implement data warehouse solutions for company-wide applications and manage large sets of structured and unstructured data by using the technologies mentioned below.Job Responsibilities:● Hands-on experience on Azure/AWS● Experience on a spark, python.● Design and develop code, scripts, and data pipelines that leverage structured andunstructured data● Should be able to manage Data ingestion pipelines and stream processing● Write and optimize complex SQL and shell scripts● Experience in Big Data querying● Experience with NoSQL databases● Experience with Hadoop distributions as Azure DataLake HDFS● Training/Certification on Data Lake HDFS will be a plus.● Ability to meet deadlines, identify issues and resolve with minimal directionQualifications:● At least 2-3 years of relevant working experience with Cloud Development● Bachelor/Master Degree in Computer Science with relevant working experienceJob Type: Full-timeSalary: Rs1.00 - Rs2.00 per monthApplication Question(s):How many years of experience do you have in data base engineer?
The office is situated in DHA Phase 5. Is the office location convenient for you?
What are your salary expectations?
The official working hours for the company are from 10:00 AM to 7:00 PM, Monday to Friday. Does this schedule align with your availability?Education:Bachelor's (Preferred)Language:English (Preferred)"
MS Dynamics 365 - Trainee Consultant (Technical),Tech Ventures Global,/rc/clk?jk=21b0573ec2711d84&bb=7BcSS7wxLPTFX7ef9yOH6343_EKQC9ZG5mzdHkgLCkLHB7hZt63PmnPskSrO8QlyZLfEKIf0s01xxHLsV8ELg4vn5TQ1I5i7gnunZ1L_1WU%3D&xkcb=SoAo67M3DbSipFwHFh0CbzkdCdPP&fccid=ac494d3b97fd1829&cmp=Tech-Ventures-Global&ti=Technical+Consultant&vjs=3,"The ideal candidate will be familiar with the full software design life cycle. They should have experience in designing, coding, testing and consistently managing applications They should be comfortable coding in a number of languages and have an ability to test code in order to maintain high-quality code.ResponsibilitiesDesign, code, test and manage various applications
Collaborate with Functional team and product team to establish best products
Follow outlined standards of quality related to code and systems
Develop automated tests and conduct performance tuning
Participate in project discovery/analysis, design, and deployment planning.
Provide data migration and conversion services.
Provide basic technical support for project life cycle.
Provide Dynamics 365 Business Central support to existing customers.
Any further responsibilities that the organization may add as per the role.Requirements:Bachelor's degree in Computer Science or relevant field
1+ years of experience working with .NET or relevant experiences
Experience developing web-based applications in C#, HTML, JavaScript, VBScript/ASP, or .NET
Experience working with MS SQL Server and MySQL Knowledge of practices and procedures for full software design life cycle
Experience working in agile development environment
Knowledge of MS Dynamics is a plus.Benefits:Bi-Annual Increments
Annual Bonus
Performance Bonus
Market Competitive Salary
Family Medical
Fuel
Provident fund
Leaves EncashmentJob Type: Full-timeSalary: Rs45,000.00 - Rs70,000.00 per monthApplication Question(s):Are you comfortable working in on-site conditions with the Morning timings of 10 A.M to 7 P.M?"
Assistant Administrative Officer (Female),DANISH INTERNATIONAL GRAMMAR SCHOOLS AND COLLEGES,/rc/clk?jk=71d02abce9245d64&bb=7BcSS7wxLPTFX7ef9yOH677iUpK-2A_EJxVPh4Vjoq3WaXDY-YkZrUGJaH1Y9snoC0t7EN-KA5aVUjuIPDWw_sfU1IbAx4RFnN8Z2Ll7P5Y%3D&xkcb=SoC167M3DbSipFwHFh0BbzkdCdPP&fccid=f8607e3f2041ae10&cmp=HIFINET-SMC-PVT-LIMITED&ti=Administrative+Officer&vjs=3,"Danish International Grammar Schools and Colleges seek an experienced IT Specialist with excellent administrative skills to join our school as an Assistant Administrative Officer. The position involves managing digital systems, troubleshooting technical issues, ensuring the efficient use of technology within the school, and providing administrative support as needed. The ideal candidate should have a strong focus on information technology, possess excellent attention to detail, and be able to play a vital role in supporting administrative and IT functions.Responsibilities for the Assistant Administrative Officer position are as follows:1) Ensure digital systems at the school are current and functional.2) Troubleshoot technical issues related to digital systems, including hardware, software, and networks, to resolve them promptly.3) Provide administrative support as needed, including managing schedules, arranging meetings, and preparing documents and reports.4) Assist in developing and implementing IT policies and procedures to ensure the security and integrity of the school's digital systems.5) Maintain accurate records and documentation for digital systems and IT support requests.6) Collaborate with other administrative team members to ensure that technology is integrated into all aspects of the school's operations.7) Utilize and manage the school management software effectively to maintain records and track data related to student enrollment, attendance, grades, academic performance, and other relevant information.8) Stay up-to-date with the latest trends and developments in information technology to ensure that the school's digital systems are state-of-the-art and that staff and students have access to the latest tools and resources.Qualifications:a. Bachelor's degree in Information Technology, Computer Science, or a related field.b. Proven experience as an IT Specialist or in a similar role, preferably in an educational setting.c. Strong knowledge of computer systems, networks, and software applications.d. Excellent troubleshooting and problem-solving skills.e. Familiarity with database management and information security best practices.f. Effective communication and interpersonal skills.g. Ability to work independently and collaboratively.IT professionals passionate about supporting educational administrative functions apply for our Assistant Administrative Officer (IT Specialist) position. We want to integrate technology seamlessly into our school community, and your expertise can help. Join us to make an impact in education and advance your career. Apply now!Job Type: Full-timeSalary: Rs40.00 - Rs45.00 per monthEducation:Bachelor's (Preferred)Willingness to travel:75% (Required)"
Business Analyst / Project Manager,Compass Training and Consultancy Pvt. Ltd.,/rc/clk?jk=1a28ed2d111e71a3&bb=7BcSS7wxLPTFX7ef9yOH6ywcNjOaHVS78DOCQeZawIcleYz9VrTAPGGFYwAZ_wBdOvoZskfSxa6aT8rZw5uaWDy928yo23rF8VIwGe7bZHM%3D&xkcb=SoAB67M3DbSipFwHFh0AbzkdCdPP&fccid=f64073be555fa66e&cmp=Compass-Training-and-Consultancy-Pvt.-Ltd.&ti=Business+Project+Manager&vjs=3,"Role and ResponsibilitiesCoordinating project activities with the in-house software development team, using agile methodologies (Scrum/Kanban/Scrum ban) through Jira & Trello
Creating, organizing & delegating project tasks to the in-house development team members, mainly through the development head.
Coordinating closely with the development team to ensure tasks’ duration estimation & schedule is planned and followed religiously.
Monitoring & reporting the periodic progress of projects to clients, management & all stakeholders.
Using data modelling techniques & requirements documentation (SRS/FS, data or process flows, etc.) best practices to document business requirements for software development, in a clear & concise manner
Managing stakeholder’s expectations through effective & proactive communication
Oversee the implementation of new technology and systems
Liaise with clients to identify and define requirements, scope, and objectives
Seeing all the software development projects through, from the requirements initiation phase till its timely hand over to operations, by liaising closely with development, SQA & other functional teams.
Establishing a prompt & robust project reporting & documentation framework, covering all necessary pre & post project documentation.
Ensuring team members have the resources they need to complete their assigned tasks on time and within their budget limitsQualifications and Education RequirementsBS/MS in computer science
Professional Certification or training regarding Agile Project Management or Business Analysis will be a great added advantagePreferred Skills5+ years of experience collectively in software project management & business/system analysis.
Excellent English verbal and written communication skills
Excellent technical project & requirements documentation skills
Excellent time management skills with a proven ability to meet deadlines.
Ability to manage & coordinate with sr. development & other functional teams
Ability to prepare and interpret flowcharts, technical project documentation (project plans & Gantt charts, flows, etc.)
Proficient in multi-tasking & and time-management
Hands-on experience with project management tools like Jira, Trello, etc.)
Strong analytical and problem-solving skills, with keen attention to detail and a Can-Do attitude.Job Type: Full-timeSalary: Rs180,000.00 - Rs250,000.00 per monthEducation:Bachelor's (Preferred)Experience:software project management & business/system analysis: 4 years (Preferred)Language:Excellent English verbal and written communication skills (Preferred)"
Data Engineer-Data Integration,IBM,/rc/clk?jk=364615b13c948ec4&bb=7BcSS7wxLPTFX7ef9yOH60ese1c7Q-F1WJ4iOlq_nM_PZWhY1DmFWhnTvCJVrkp3SvfSTLmSFATesR4X0b5yB8NnAYecKU9FETHp-pkmj3A%3D&xkcb=SoCP67M3DbSipFwHFh0HbzkdCdPP&fccid=de71a49b535e21cb&vjs=3,"Introduction
  At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.
 
 Your Role and Responsibilities
  You analyze and organize the data needed and work closely with data scientists to query data to uncover the stories hidden in data and find patterns in the numbers. As Data Engineer, you’ll help gather and collect data, store data, perform batch processing, and real-time processing.
 
 You’ll work closely with other teams to determine what data management systems are appropriate and which data are needed for analysis. As Data Engineer, you’ll be able to wrestle with and help solve problems associated with database integration and messy, unstructured data sets. 
 
Implement and validate predictive models as well as create and maintain statistical models with a focus on big data
 You’ll incorporate a variety of statistical and machine learning techniques 
Design and implement various enterprise search applications such as Elasticsearch/Splunk for client requirements
 Use programming skills like Java, Python, Scala, etc., to build pipelines to extract and transform data from a repository to a data consumer
 Use and apply Extract, Transform, and Load (ETL) tools and/or data integration or federation tools to prepare and transform data as needed
 Communicate with internal and external clients to understand and define business needs, providing analytical solutions
 Use leading edge tools such as Linux, SQL, Python, Spark, Hadoop, Java, and Cloud Vendors such as AWS, Azure, etc.
 Work in an Agile, collaborative environment, partnering with other scientists, engineers, consultants and database administrators of all backgrounds and disciplines to bring analytical rigor and statistical methods to the challenges of predicting behaviors
 Build teams or writing programs to cleanse and integrate data in an efficient and reusable manner, developing predictive or prescriptive models, and evaluating modeling results
 Ask business and industry questions to identify appropriate modeling techniques
 Communicate results to technical and non-technical audiences

 Required Technical and Professional Expertise
  Total Experience Should be more than 7-8+ Years minimum
 
 Experience in at least one ETL tool (any tool, Wherespace preferred)
  Experience in writing SQL 
  Experience in writing Python 
  Experience in managing JSON & Parquet files 
  Experience with basic AWS (S3, Glue, Atheana, WebApp etc.) or equivalent in Azure / GCP 
  Experience with Data Vault / Star Schema 
  Experience with WhereScape (RED and 3D) 
  Experience with SnowFlake 
  Performance Tuning Experience 
  Deployment experience 
  Data Testing Experience
  Data Exploration capability 
 
 Preferred Technical and Professional Expertise
  N/A
  About Business UnitIBM Consulting is IBM’s consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients’ businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.
 
 Your Life @ IBMIn a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.
  Being an IBMer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.
 Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.
 Are you ready to be an IBMer?
 About IBMIBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.
 
 Location StatementFor additional information about location requirements, please discuss with the recruiter following submission of your application.
 
 Being You @ IBMIBM is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
Crypto Data Scientist (Remote),Token Metrics,/rc/clk?jk=5e86d0111df1c1c1&bb=7BcSS7wxLPTFX7ef9yOH6_UCukUuR8-GIPBbtHli0T13nvuhnpOI0-bpEe_zeiLx40XRDHbpFF7uEXaaCAXtTjfszSO5uiOhdKaSiARMcKo%3D&xkcb=SoA767M3DbSipFwHFh0GbzkdCdPP&fccid=bdb6ed382ffe4a54&vjs=3,"Token Metrics is searching for a highly capable machine learning engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities.
 


 As a machine learning engineer, you should demonstrate solid data science knowledge and experience.
 


 A first-class machine learning engineer will be someone whose expertise translates into the enhanced performance of predictive models.
 
Responsibilities

 Consulting with the manager to determine and refine machine learning objectives.
 Designing machine learning systems and self-running artificial intelligence (AI) to automate predictive models.
 Transforming data science prototypes and applying appropriate ML algorithms and tools.
 Ensuring that algorithms generate accurate user recommendations.
 Solving complex problems with multi-layered data sets, as well as optimizing existing machine learning libraries and frameworks.
 Developing ML algorithms to analyze huge volumes of historical data to make predictions.
 Stress testing, performing statistical analysis, and interpreting test results for all market conditions.
 Documenting machine learning processes.
 Keeping abreast of developments in machine learning.

 Requirements

 Bachelor's degree in computer science, data science, mathematics, or a related field.
 Master’s degree in computational linguistics, data science, data analytics, or similar will be advantageous.
 At least two years' experience as a machine learning engineer.
 Advanced proficiency with Python, Java, and R code.
 Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture.
 In-depth knowledge of mathematics, statistics, and algorithms.
 Superb analytical and problem-solving abilities.
 Great communication and collaboration skills.
 Excellent time management and organizational abilities.


   About Token Metrics
 


 Token Metrics helps crypto investors build profitable portfolios using artificial intelligence based crypto indices, rankings, and price predictions.
 


 Token Metrics has a diverse set of customers, from retail investors and traders to crypto fund managers, in more than 50 countries."
Junior Developer,ARCLIGHT DIGITALS,/rc/clk?jk=a7ceef9bbf24a50d&bb=7BcSS7wxLPTFX7ef9yOH60n0co24Xt4i2QeBbyGcJVbsQpCedhddUk5b84xn5vajC3Vaj_kXI4vBPh9c0XgtGQCpQqX8Mh4s_eLyOik_kVI%3D&xkcb=SoCm67M3DbSipFwHFh0FbzkdCdPP&fccid=bcef0afc084f424c&cmp=ARCLIGHT-DIGITALS&ti=Junior+Developer&vjs=3,"Job Description:Arclight Digitals seeking a motivated and enthusiastic Junior Developer to join our dynamic team. As a Junior Developer, you will work closely with our senior developers and other team members to contribute to the design, development, testing, and maintenance of our software applications. You will have the opportunity to learn and grow your skills while actively participating in various stages of the software development lifecycle.Responsibilities:Collaborate with cross-functional teams to understand project requirements and translate them into technical specifications.
Write clean, efficient, and well-documented code following coding standards and best practices.
Develop new features and functionalities for web-based and/or mobile applications.
Participate in code reviews to ensure code quality, maintainability, and scalability.
Assist in troubleshooting and debugging issues, and propose effective solutions.
Test software applications to ensure optimal performance, usability, and security.
Stay updated with emerging technologies and industry trends, and actively contribute to knowledge sharing within the team.
Assist in the deployment and maintenance of software applications in production environments.
Communicate effectively with team members and stakeholders to provide project updates, discuss technical solutions, and seek feedback.
Contribute to the continuous improvement of development processes and methodologies.Skills and Qualifications:Proficiency in at least one programming language such as Python, Java, JavaScript, C#, or similar.
Basic understanding of data structures and algorithms.
Familiarity with version control systems, particularly Git.
Knowledge of web development technologies including HTML, CSS, and JavaScript.
Experience with front-end frameworks and libraries such as React, Angular, or Vue.js is a plus.
Understanding of basic database concepts and SQL.
Strong problem-solving and analytical skills.
Excellent communication and interpersonal skills.
Ability to work effectively in a team environment and collaborate with colleagues.
Eagerness to learn and adapt to new technologies and tools.
Attention to detail and a passion for writing clean and maintainable code.
Bachelor’s degree in Computer Science, Engineering, or related field is preferred but not required.Job Type: Full-timeSalary: Rs40,867.19 - Rs50,560.07 per monthAbility to Commute:Karachi (Preferred)Ability to Relocate:Karachi: Relocate before starting work (Preferred)Location: 4C/8 , Nazimabad Block # 4 , Hadi Market, Haroon SquareJob Type: Full-timeSalary: Rs40,000.00 - Rs50,000.00 per monthAbility to Commute:Karachi (Required)Ability to Relocate:Karachi: Relocate before starting work (Required)Application Deadline: 19/02/2024"
Full Stack Developer (US Time Zone),Cedar Financial,/rc/clk?jk=3f26b1f71de0525d&bb=7BcSS7wxLPTFX7ef9yOH63HhZRU-L9naIwjUT4cO0zlAkBr6jOYIOJfxzIsO3CADq8J-T3hH3qK_4QOXN6CnHlx3In9Kp9OO7pI8Npu5e5I%3D&xkcb=SoAS67M3DbSipFwHFh0EbzkdCdPP&fccid=eb9ce6feff57bb77&cmp=Cedar-Financial&ti=Full+Stack+Developer&vjs=3,"Job Overview:We are seeking an experienced Full Stack Developer with expertise in Microsoft technologies, SQL, Azure, API integration, React.js, and .NET to join our dynamic and innovative development team. The ideal candidate will be responsible for designing, developing, and maintaining end-to-end solutions, leveraging both front-end and back-end technologies.Responsibilities:Full Stack Development:Design, develop, and maintain scalable and robust full-stack applications using React.js for the front end and .NET technologies for the back end.Collaborate with cross-functional teams to define, design, and ship new features.Front-end Development (React.js):Develop responsive and user-friendly interfaces using React.js, HTML5, CSS3, and JavaScript.Implement and maintain a consistent look and feel throughout the application.Back-end Development (.NET):Design and implement server-side logic using .NET technologies, ensuring high performance and responsiveness.Collaborate with database administrators to optimize database queries and ensure efficient data storage.Database Management:Utilize expertise in SQL to design and manage relational databases.Optimize database performance and ensure data integrity and security.Cloud Integration:Work with MS - Azure services to develop and deploy cloud-based solutions.Implement and maintain scalable and secure cloud architectures.API Integration:Integrate third-party APIs to enhance the functionality of our applications.Develop and maintain API documentation, ensuring smooth integration with external services.Testing and Debugging:Conduct thorough testing of applications to identify and fix bugs, performance issues, and bottlenecks.Collaborate with quality assurance teams to ensure the delivery of high-quality software.Collaboration and Documentation:Collaborate with cross-functional teams, including product owners, designers, and other developers.Maintain detailed documentation of code, design, and implementation processes.Qualifications:Bachelor's degree in Computer Science, Engineering, or a related field.Proven experience as a Full Stack Developer with expertise in Microsoft technologies.Strong proficiency in front-end technologies such as React.js, HTML, CSS, and JavaScript.Extensive experience with back-end development using .NET technologies.In-depth knowledge of SQL and database management.Familiarity with Azure services and cloud-based development.Experience in integrating APIs and working with RESTful services.Excellent problem-solving skills and attention to detail.Can work full time Onsite in night shifts (PKT).What You’ll Need to SucceedAbility to Work Under Pressure
Time Management
Adaptability
Teamwork
AtomizationWhat You’ll Need to KnowTotal Positions: 1
Education: Bachelors
Experience: 2 Years - 4 Years
Its a full time Onsite JOB in night shift (9pm to 6am PKT) - Location: Thokar Niaz Baig LahoreJob Type: Full-timeSalary: Rs200,000.00 - Rs300,000.00 per monthApplication Deadline: 08/03/2024"
Executive Assistant,Mac Care,/rc/clk?jk=5d4c82b5d7ec0819&bb=b_d6gTXXGdqL0XxQMUrPmhdLyavmvb_2PRojZZOnKRovJ9-B1NSD5DSJqMgjRBqMTpfanzP-ERvckZB4c1xn7W4vSWs5BHsaxGoM4zKaXWo%3D&xkcb=SoBJ67M3DbShibwHJZ0LbzkdCdPP&fccid=dfe40724cbf95fd6&cmp=Mac-Care&ti=Executive+Assistant&vjs=3,"This is an On-site Position in KarachiExecutive AssistantThis VA person will be responsible for helping and assisting the senior-level Director in the US team in managing day-to-day support operations. The resource will be responsible for preparing reports, designing basic level PPT, conducting online searches, and performing diverse, advanced, and confidential daily executive administrative support duties. As a result, this assistant interacts with other senior-level leaders and executives daily. This role is ideal for an individual who is highly organized, detail-oriented, tech-savvy, and capable of managing multiple priorities.KEY RESPONSIBILITIES OF THIS JOB:Data Active Campaign Managemento Update/maintain notes/taskso Adding/adjusting contacts/accounts infoo Pulling reports as neededPractice Assessmento Maintaining docs/data receivedo EMR data pullo Summarize EMR reports in Excel.General taskso Creating slide decks/one pagerso Sending legal docs. Ready to sign via DocuSign. i.e., NDA/BAAo Meeting schedulingo Pulling market research on a reoccurring basis from Care Journey, CMS, general researcho Research/Narrowing options for airfare, hotel, rental car, meeting space, etc.o General task management for proper handoffs instead of throw’s when working across different departments.o File expense reportsMinimum Qualifications (Renowned Institute)Bachelors or Masters in Computer ScienceMinimum Experience:At least 1 – 2 years of Virtual Assistant, Customer Support, Customer Experience
Must have work experience and knowledge about the US business industry and culture
Must have knowledge about the data extraction from multiple software specially from the EMR / EHR
Experience in working with Healthcare Industry is a plusPreferable Job-Related Training:Advance Excel
Power Point Microsoft Office Suite  HIPAA complianceJob-Specific Skills:Organize meetings
Design and maintain documentation
Internet researchBenefit: 5 days job, Market Competitive Salary, Provident Fund, Medical Insurance (self, spouse and children), Fuel allowance, Outpatient Allowance and EOBIShift Time: 8:00am CST - 5:00pm CSTJob Type: Full-timeJob Type: Full-timeSalary: Rs60,000.00 - Rs80,000.00 per monthApplication Deadline: 16/09/2023"
